t;x;u;c;rho
1.0692195695998301;2.0451847281024542;0.0698644318988531;21.5253105110730978;9973.5156875621887593
1.0692195695998301;2.0451851955028446;0.0058551106963545;21.5462979623960074;10002.7170544276632427
1.0692195695998301;2.0451871183955355;0.0032216294973438;21.5454200817473200;10001.4944545207490592
1.0692195695998301;2.0451890396247894;0.0013282053651137;21.5447889410891129;10000.6155440803649981
1.0692195695998301;2.0451909609217704;0.0010307684564556;21.5446897949545964;10000.4774803731015709
1.0692195695998301;2.0451928822816772;0.0007333040958271;21.5445906384963770;10000.3394035606979742
1.0692195695998301;2.0451948036991698;0.0004358073699354;21.5444914737053246;10000.2013164158215659
1.0692195695998301;2.0451967251779184;0.0001382802485351;21.5443922995699602;10000.0632175303217082
1.0692195695998301;2.0451986467125201;0.0000028958456620;21.5443471718547990;10000.0003781074774452
1.0692195695998301;2.0452005683021208;0.0000000028897036;21.5443462068195366;9999.9990343184344965
1.0692195695998301;2.0452024899403858;0.0000000063493786;21.5443462061414372;9999.9990333741970971
1.0692195695998301;2.0452044116334664;0.0000000041842622;21.5443462062241196;9999.9990334893300314
1.0692195695998301;2.0452063333749302;-0.0000000006710970;21.5443462061050681;9999.9990333235546132
1.0692195695998301;2.0452082551677524;-0.0000000009497788;21.5443462063912250;9999.9990337220206129
1.0692195695998301;2.0452101770130859;0.0000000025277421;21.5443462068058196;9999.9990342993332888
1.0692195695998301;2.0452120989075513;0.0000000060106021;21.5443462061049544;9999.9990333233963611
1.0692195695998301;2.0452140208541887;0.0000000036315670;21.5443462062384334;9999.9990335092625173
1.0692195695998301;2.0452159428523138;-0.0000000010884603;21.5443462061317739;9999.9990333607402135
1.0692195695998301;2.0452178649003074;-0.0000000013002311;21.5443462064073259;9999.9990337444414763
1.0692195695998301;2.0452197870003768;0.0000000021893785;21.5443462067970408;9999.9990342871096800
1.0692195695998301;2.0452217091514533;0.0000000056882817;21.5443462060655584;9999.9990332685374597
1.0692195695998301;2.0452236313527181;0.0000000030951070;21.5443462062484201;9999.9990335231686913
1.0692195695998301;2.0452255536047343;-0.0000000015017147;21.5443462061570479;9999.9990333959340205
1.0692195695998301;2.0452274759091607;-0.0000000016465086;21.5443462064229401;9999.9990337661838566
1.0692195695998301;2.0452293982642384;0.0000000018561106;21.5443462067865426;9999.9990342724904622
1.0692195695998301;2.0452313206705930;0.0000000053636264;21.5443462060322837;9999.9990332222023426
1.0692195695998301;2.0452332431281777;0.0000000025587350;21.5443462062628193;9999.9990335432194115
1.0692195695998301;2.0452351656354684;-0.0000000019098586;21.5443462061810784;9999.9990334293961496
1.0692195695998301;2.0452370881955102;-0.0000000019740862;21.5443462064440396;9999.9990337955641735
1.0692195695998301;2.0452390108046608;0.0000000015262198;21.5443462067824250;9999.9990342667570076
1.0692195695998301;2.0452409334661281;0.0000000050384579;21.5443462059992257;9999.9990331761709967
1.0692195695998301;2.0452428561792857;0.0000000020225721;21.5443462062739250;9999.9990335586826404
1.0692195695998301;2.0452447789413197;-0.0000000023289058;21.5443462062044340;9999.9990334619178611
1.0692195695998301;2.0452467017572062;-0.0000000023068995;21.5443462064654732;9999.9990338254101516
1.0692195695998301;2.0452486246208892;0.0000000011980662;21.5443462067763569;9999.9990342583078018
1.0692195695998301;2.0452505475383860;0.0000000047161194;21.5443462059628352;9999.9990331254975899
1.0692195695998301;2.0452524705064312;0.0000000014720952;21.5443462062838016;9999.9990335724360193
1.0692195695998301;2.0452543935259135;-0.0000000027494958;21.5443462062198172;9999.9990334833400993
1.0692195695998301;2.0452563165951094;-0.0000000026412607;21.5443462064855140;9999.9990338533152681
1.0692195695998301;2.0452582397174530;0.0000000008817327;21.5443462067624516;9999.9990342389446596
1.0692195695998301;2.0452601628879510;0.0000000043929623;21.5443462059237945;9999.9990330711352726
1.0692195695998301;2.0452620861119946;0.0000000009349613;21.5443462062879867;9999.9990335782640614
